,name,genre,parent_platform,platform,publisher,developer,release_date,rating,global_sales,NA_sales,EU_sales,JP_sales,other_sales,generation,players_category,players,online,critic_positive,critic_neutral,critic_negative,metascore,num_critic_reviews,user_positive,user_neutral,user_negative,user_score,num_users_reviews
7438,ToeJam & Earl III: Mission to Earth,Action,Xbox,XBOX,Sega,ToeJam & Earl Productions,2002-10-23,T,0.11,0.08,0.0,0.03,0.01,6th Gen,2 to 4,1-2 ,Not Specified,9,15,0,71,24,6,0,1,6.8,7
7440,LEGO Knights' Kingdom,Action,Nintendo,GBA,THQ,Razorback Developments,2004-10-04,E,0.11,0.04,,0.06,0.01,6th Gen,2 to 4,1-2 ,Not Specified,0,4,0,62,4,0,0,0,,0
7442,Starpoint Gemini Warlords,Strategy,PC,PC,Iceberg Interactive,Little Green Men Games,2017-05-23,T,0.11,0.09,0.02,,0.0,PC,Not Specified,No Online Multiplayer,Not Online,6,5,0,73,11,7,3,0,7.1,10
7443,Retro Game Challenge,Action,Nintendo,DS,Xseed Games,Bandai Namco Games,2009-02-10,E,0.11,0.08,0.03,0.0,0.0,7th Gen,Not Specified,No Online Multiplayer,Not Online,23,6,1,77,30,6,0,0,6.9,6
7444,Mechanic Master,Puzzle,Nintendo,DS,Midway Games,Most Wanted Entertainment,2008-10-21,E,0.11,0.08,0.03,0.0,0.0,7th Gen,,,,5,4,0,76,9,1,0,0,,1
7445,NBA Jam 2002,Sports,Nintendo,GBA,Acclaim Entertainment,Digitial Creations,2002-02-17,E,0.11,0.08,0.02,,0.01,6th Gen,1,1 Player,Not Online,2,4,5,49,11,0,0,1,,1
7447,Monster Madness: Battle for Suburbia,Shooter,Xbox,X360,SouthPeak Interactive,Artificial Studios,2007-06-12,T,0.11,0.0,0.0,0.11,0.0,7th Gen,13 to 24,16  Online,Online,2,20,7,55,29,5,0,2,5.2,7
7448,Army Men: Sarge's War,Shooter,Xbox,XBOX,Global Star Software,Tactical Development,2004-08-02,T,0.11,0.1,0.0,0.0,0.01,6th Gen,2 to 4,1-4 ,Not Specified,1,10,15,44,26,0,0,1,,1
7449,Fantastic Four: Rise of the Silver Surfer,Action,Xbox,X360,2K Games,Visual Concepts,2007-06-15,T,0.11,0.08,0.03,0.0,0.0,7th Gen,Not Specified,No Online Multiplayer,Not Online,0,15,15,45,30,0,1,0,5.4,1
7450,FIFA Street 2,Sports,Nintendo,GC,EA Sports BIG,EA Canada,2006-02-28,E,0.11,0.06,0.04,0.0,0.01,6th Gen,2 to 4,1-4 ,Not Specified,4,9,3,63,16,2,2,2,6.5,6
7451,Taito Legends,Misc,PlayStation,PS2,Sega,Empire Oxford,2005-10-25,T,0.11,0.1,0.0,0.0,0.01,6th Gen,2 to 4,1-4 ,Not Specified,8,8,2,68,18,0,1,0,,1
7452,Tom Clancy's Rainbow Six: Rogue Spear,Shooter,Nintendo,GBA,Ubisoft,Ubisoft Milan,2002-03-18,T,0.11,0.09,0.02,,0.0,6th Gen,,,,4,3,0,76,7,2,0,0,9.0,2
7453,NFL Head Coach 09,Sports,Xbox,X360,EA Sports,EA Tiburon,2008-09-03,E,0.12,0.1,0.01,0.0,0.01,7th Gen,2 to 4,2  Online,Online,5,8,1,67,14,2,1,0,8.1,3
7454,Pac 'n Roll,Platform,Nintendo,DS,Namco,Namco,2005-08-23,E,0.11,0.09,0.02,0.0,0.0,7th Gen,1,1 Player,Not Online,16,18,1,72,35,2,2,0,8.0,4
7455,John Daly's ProStroke Golf,Sports,PlayStation,PS3,O-Games,Gusto Games,2010-10-05,E,0.11,0.06,0.04,0.0,0.01,7th Gen,,,,2,17,4,58,23,1,0,1,4.1,2
7456,Star Trek: Conquest,Strategy,PlayStation,PS2,Bethesda Softworks,Bethesda Softworks,2007-11-20,E,0.11,0.08,0.03,0.0,0.0,6th Gen,1,1 Player,Not Online,2,10,3,54,15,2,2,0,8.8,4
7457,Garfield's Fun Fest,Platform,Nintendo,DS,DSI Games,Black Lantern Studios,2008-08-29,E,0.11,0.11,0.0,0.0,0.01,7th Gen,1,1 Player,Not Online,0,1,4,44,5,1,0,0,,1
7458,Phantom Dust,Action,Xbox,XBOX,Majesco,Microsoft Game Studios,2005-03-15,T,0.11,0.09,0.0,0.02,0.01,6th Gen,2 to 4,4  Online,Online,30,7,0,81,37,12,0,2,7.6,14
7459,Pinball Hall of Fame: The Williams Collection,Misc,Nintendo,3DS,Crave Entertainment,Crave Entertainment,2011-09-23,E10,0.11,0.09,0.02,0.0,0.01,8th Gen,,,,1,4,0,67,5,1,1,1,7.3,3
7460,The King of Fighters XII,Fighting,Xbox,X360,Ignition Entertainment,SNK Playmore Corporation,2009-07-24,T,0.11,0.06,0.04,0.0,0.01,7th Gen,5 to 12,8  Online,Online,9,43,5,63,57,2,4,6,4.9,12
7461,Growlanser Generations,Role-Playing,PlayStation,PS2,Working Designs,Career Soft,2004-12-07,T,0.13,0.07,0.04,0.0,0.01,6th Gen,1,1 Player,Not Online,15,4,0,81,19,5,2,0,8.7,7
7462,Mega Man Battle Chip Challenge,Misc,Nintendo,GBA,Capcom,Capcom Production Studio 2,2004-03-03,E,0.11,0.08,0.02,,0.0,6th Gen,2 to 4,1-3 ,Not Specified,3,11,11,54,25,3,2,0,8.4,5
7463,Mega Man Battle Chip Challenge,Action,Nintendo,GBA,Capcom,Inti Creates,2004-03-03,E,0.1,0.09,0.0,0.0,0.01,6th Gen,2 to 4,1-3 ,Not Specified,3,11,11,54,25,3,2,0,8.4,5
7464,de Blob 2,Platform,Nintendo,DS,THQ,Blue Tongue,2011-02-22,E,0.11,0.09,0.0,0.01,0.01,7th Gen,,,,8,3,0,75,11,0,0,0,8.3,0
7465,Dementium II,Shooter,Nintendo,DS,SouthPeak Interactive,Renegade Kid,2010-05-04,M,0.11,0.06,0.04,0.0,0.01,7th Gen,,,,15,9,1,75,25,4,0,0,8.3,4
7466,TMNT,Action,PlayStation,PSP,Ubisoft,Ubisoft Montreal,2007-03-20,E10,0.11,0.08,0.03,0.0,0.0,7th Gen,2 to 4,1-2 ,Not Specified,0,1,6,37,7,1,0,3,4.3,4
7467,Cold Winter,Shooter,PlayStation,PS2,VU Games,Swordfish Studios,2005-05-11,M,0.11,0.08,0.03,0.0,0.0,6th Gen,5 to 12,8  Online,Online,20,20,1,73,41,13,1,2,8.3,16
7468,Ring of Red,Strategy,PlayStation,PS2,Konami,Konami,2001-03-12,T,0.12,0.09,0.02,0.0,0.01,6th Gen,1,1 Player,Not Online,11,4,0,82,15,4,0,0,8.1,4
7469,Ping Pals,Misc,Nintendo,DS,THQ,WayForward Technologies,2004-12-08,E,0.12,0.09,0.02,0.0,0.01,7th Gen,5 to 12,8  Online,Online,1,2,14,28,17,8,1,13,3.9,22
7470,Warhammer: Battle March,Strategy,Xbox,X360,Namco Bandai,Namco Bandai Games,2008-09-02,M,0.12,0.1,0.01,0.0,0.01,7th Gen,2 to 4,4  Online,Online,1,22,7,55,30,2,2,0,7.3,4
7471,Stubbs the Zombie in Rebel Without a Pulse,Action,Xbox,XBOX,Aspyr,Wideload Games,2005-10-18,M,0.11,0.06,0.04,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,33,20,2,75,55,7,3,1,8.5,11
7472,Batman: Dark Tomorrow,Action,Xbox,XBOX,Kemco,"HotGen, Ltd.",2003-03-18,T,0.11,0.06,0.04,0.0,0.01,6th Gen,1,1 Player,Not Online,0,0,13,25,13,3,2,8,3.2,13
7473,The Hardy Boys: Treasure on the Tracks,Adventure,Nintendo,DS,Sega,Her Interactive,2009-09-01,E,0.11,0.1,0.0,0.0,0.01,7th Gen,,,,3,5,1,65,9,0,0,0,,0
7474,18 Wheeler: American Pro Trucker,Racing,Nintendo,GC,Acclaim Entertainment,Acclaim Studios Cheltenham,2002-02-18,E,0.11,0.09,0.02,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,0,9,8,52,17,1,2,0,6.8,3
7475,Arma Tactics,Strategy,PC,PC,Bohemia Interactive,Bohemia Interactive,2013-10-01,,0.11,0.08,0.02,,0.0,PC,,,,1,0,4,47,5,1,0,4,5.7,5
7476,Darksiders: Warmastered Edition,Action-Adventure,PlayStation,PS4,THQ Nordic,Kaiko,2016-11-22,M,0.11,0.08,0.02,,0.0,8th Gen,,,,11,1,0,81,12,10,2,0,7.6,12
7477,Mana Khemia: Student Alliance,Role-Playing,PlayStation,PSP,Nippon Ichi Software,Gust,2009-03-10,E10,0.11,0.11,0.0,0.0,0.01,7th Gen,,,,0,6,13,41,19,6,1,2,5.6,9
7478,Utawarerumono: Mask of Deception,Adventure,PlayStation,VITA,Atlus,Aqua Plus,2017-05-23,M,0.11,0.09,0.02,0.0,0.0,8th Gen,,,,3,1,0,80,4,3,0,0,8.5,3
7480,JASF: Jane's Advanced Strike Fighters,Simulation,PlayStation,PS3,Unknown,Trickstar Games,2011-11-15,T,0.11,0.07,0.02,,0.02,7th Gen,,,,0,2,5,41,7,0,0,0,4.0,0
7481,Insanely Twisted Shadow Planet,Action-Adventure,PC,PC,Microsoft Studios,Shadow Planet Productions,2012-04-17,E,0.1,0.05,0.0,0.03,0.01,PC,,,,3,1,0,76,4,3,4,2,7.2,9
7482,Batman: Rise of Sin Tzu,Action,Xbox,XBOX,Ubisoft,Ubisoft Montreal,2003-10-16,T,0.11,0.02,,0.08,0.01,6th Gen,2 to 4,1-2 ,Not Specified,4,13,0,67,17,1,1,1,7.7,3
7483,Ridge Racer Unbounded,Racing,Xbox,X360,Namco Bandai Games,Bugbear Entertainment,2012-03-27,E,0.11,0.08,0.0,0.03,0.01,7th Gen,,,,31,23,5,71,59,17,2,2,7.6,21
7484,Spy vs Spy,Action,Xbox,XBOX,Global Star Software,Vicious Cycle,2005-04-06,T,0.11,0.07,0.03,0.0,0.02,6th Gen,2 to 4,4  Online,Online,2,23,9,53,34,5,0,0,8.1,5
7486,Mighty No. 9,Platform,PlayStation,PS4,Deep Silver,Comcept,2016-06-21,E10,0.11,0.08,0.02,,0.0,8th Gen,2 to 4,2 ,Not Specified,5,39,20,52,64,24,21,58,3.5,103
7487,FIFA Soccer 06,Sports,PlayStation,PSP,EA Sports,EA Canada,2005-10-11,E,0.12,0.05,0.05,0.0,0.01,7th Gen,2 to 4,2  Online,Online,10,7,0,77,17,5,0,4,7.7,9
7488,Cold Fear,Action,PlayStation,PS2,Ubisoft,Darkworks,2005-03-15,M,0.11,0.08,0.02,,0.0,6th Gen,1,1 Player,Not Online,14,24,1,68,39,9,3,0,8.0,12
7489,Rebuild 3: Gangs of Deadsville,Strategy,PC,PC,Northway Games,Northway Games,2015-05-29,,0.11,0.06,0.04,0.0,0.01,PC,,,,3,1,0,75,4,3,0,0,8.7,3
7490,Where the Wild Things Are,Platform,Xbox,X360,Warner Bros. Interactive,Amaze Entertainment,2009-10-13,E10,0.05,0.04,0.0,0.0,0.01,7th Gen,,,,0,7,3,51,10,0,0,0,5.4,0
7491,Hektor,Adventure,PC,PC,Meridian4,Rubycone Games,2015-03-13,,0.11,0.1,0.01,0.0,0.01,PC,Not Specified,No Online Multiplayer,Not Online,1,2,2,55,5,6,0,1,5.4,7
7492,The Invisible Hours,Adventure,PlayStation,PS4,GameTrust,Tequila Works,2017-10-10,T,0.11,0.06,0.04,0.0,0.01,8th Gen,,,,5,1,0,81,6,6,1,0,7.5,7
7494,Legends of Eisenwald,Strategy,PC,PC,Aterdux Entertainment,Aterdux Entertainment,2015-07-02,,0.11,0.1,0.0,0.0,0.01,PC,Not Specified,No Online Multiplayer,Not Online,4,13,0,71,17,9,2,2,7.6,13
7496,Crashlands,Role-Playing,PC,PC,Butterscotch Shenanigans,Butterscotch Shenanigans,2016-01-21,T,0.11,0.09,,,0.02,PC,Not Specified,No Online Multiplayer,Not Online,7,3,0,78,10,5,1,0,7.7,6
7497,Murakumo: Renegade Mech Pursuit,Shooter,Xbox,XBOX,Ubisoft,From Software,2003-03-05,T,0.11,0.06,,0.04,0.02,6th Gen,1,1 Player,Not Online,0,12,6,48,18,2,0,1,7.5,3
7499,NHL Hitz 20-03,Sports,Xbox,XBOX,Midway Games,EA Black Box,2002-09-16,E,0.09,0.08,0.0,0.0,0.01,6th Gen,2 to 4,1-4 ,Not Specified,16,3,0,81,19,6,0,0,8.5,6
7501,DualPenSports,Sports,Nintendo,3DS,Namco Bandai,Indies Zero,2011-06-21,E10,0.11,0.04,0.01,0.06,0.0,8th Gen,,,,1,7,3,58,11,0,0,0,3.5,0
7503,Truth or Lies,Misc,Xbox,X360,THQ,Big Ant Studios,2010-09-14,T,0.11,0.08,0.02,,0.0,7th Gen,,,,0,1,5,28,6,0,1,2,5.2,3
7504,ECW Anarchy Rulz,Fighting,PlayStation,PS,Acclaim Entertainment,Acclaim Entertainment,2000-08-18,T,0.11,0.08,0.02,,0.0,5th Gen,,,,0,3,4,43,7,0,0,0,6.3,0
7505,Metal Slug 4 & 5,Shooter,PlayStation,PS2,SNK Playmore,BrezzaSoft,2005-05-25,T,0.11,0.05,0.05,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,11,8,1,71,20,3,2,0,7.8,5
7506,InuYasha: A Feudal Fairy Tale,Fighting,PlayStation,PS,Bandai,Dimps Corporation,2003-04-10,T,0.11,0.09,0.02,0.0,0.0,5th Gen,2 to 4,1-2 ,Not Specified,3,2,0,69,5,52,7,2,8.7,61
7507,Gabrielle's Ghostly Groove 3D,Adventure,Nintendo,3DS,Natsume,Natsume,2011-10-04,E,0.11,0.07,0.03,0.0,0.01,8th Gen,,,,2,6,1,62,9,2,0,0,7.4,2
7508,Submerged,Adventure,PC,PC,Uppercut Games Pty Ltd,Uppercut Games,2015-08-03,,0.11,0.06,0.04,0.0,0.01,PC,Not Specified,No Online Multiplayer,Not Online,1,5,6,47,12,3,5,3,5.0,11
7509,Sabrina The Teenage Witch: Potion Commotion,Action,Nintendo,GBA,Ubisoft,Ubisoft,2002-09-06,E,0.11,0.05,0.04,0.0,0.01,6th Gen,,,,2,3,0,63,5,2,0,4,3.5,6
7510,Pac-Man Pinball Advance,Misc,Nintendo,GBA,Namco,Human Soft,2005-05-02,E,0.11,0.0,0.0,0.1,0.01,6th Gen,1,1 Player,Not Online,0,5,1,52,6,0,0,0,,0
7511,Samurai Warriors 4,Fighting,PlayStation,VITA,Tecmo Koei,Omega Force,2014-10-21,T,0.11,0.08,0.02,0.0,0.01,8th Gen,2 to 4,2 ,Not Specified,4,1,0,76,5,1,0,0,8.2,1
7513,GoldenEye: Rogue Agent,Shooter,Nintendo,DS,Electronic Arts,EA Tiburon,2005-06-13,T,0.11,0.08,0.03,0.0,0.0,7th Gen,2 to 4,1-4 ,Not Specified,2,18,5,58,25,7,5,0,7.5,12
7514,Calling,Adventure,Nintendo,WII,Hudson Soft,Hudson Soft,2010-03-09,T,0.11,0.08,0.03,0.0,0.0,7th Gen,,,,2,14,12,49,28,1,2,0,6.9,3
7515,Pimp My Ride,Racing,Nintendo,WII,Activision,Eutechnyx,2008-02-19,T,0.11,,,0.11,,7th Gen,1,1 Player,Not Online,0,0,4,26,4,0,0,0,3.8,0
7516,MLB Power Pros,Sports,PlayStation,PS2,2K Sports,PawaPuro Production,2007-10-03,E,0.11,0.09,0.02,0.0,0.0,6th Gen,2 to 4,1-2 ,Not Specified,8,2,0,80,10,7,0,0,8.8,7
7517,AirForce Delta Strike,Simulation,PlayStation,PS2,Konami,KCE Studios,2004-02-03,T,0.11,0.1,0.0,0.0,0.01,6th Gen,1,1 Player,Not Online,3,18,1,66,22,2,1,1,7.0,4
7518,Lost Horizon,Adventure,PC,PC,Deep Silver,Animation Arts,2010-09-24,T,0.11,0.06,0.04,0.0,0.01,PC,,,,17,7,0,77,24,3,0,1,7.6,4
7519,Analogue: A Hate Story,Visual Novel,PC,PC,Love Conquers All Games,Love Conquers All Games,2012-02-01,,0.11,0.1,0.0,,0.01,PC,,,,2,2,1,62,5,32,4,3,7.8,39
7520,Bodycount,Shooter,PlayStation,PS3,Codemasters,Guildford Studio,2011-08-30,M,0.11,0.0,0.0,0.11,0.0,7th Gen,5 to 12,Up to 12 ,Not Specified,0,25,15,50,40,2,3,10,4.0,15
7521,Capcom vs. SNK 2 EO,Fighting,Nintendo,GC,Capcom,Capcom,2002-09-23,T,0.11,0.05,0.04,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,4,16,0,68,20,13,2,1,8.5,16
7522,Open Season,Platform,Xbox,X360,Ubisoft,Ubisoft Montreal,2006-09-19,E10,0.12,0.0,0.1,0.0,0.02,7th Gen,Not Specified,No Online Multiplayer,Not Online,3,10,2,59,15,3,0,0,7.3,3
7524,Hot Wheels Velocity X,Racing,Nintendo,GC,THQ,Beyond Games,2002-11-12,E,0.12,0.05,0.06,0.0,0.02,6th Gen,2 to 4,1-4 ,Not Specified,0,2,2,55,4,1,1,0,6.4,2
7525,Cloudy With A Chance of Meatballs,Adventure,Nintendo,WII,Ubisoft,Ubisoft Shanghai,2009-09-15,E,0.11,0.09,0.02,0.0,0.0,7th Gen,,,,1,3,0,68,4,1,0,0,5.3,1
7526,Planet 51,Action,PlayStation,PS3,Sega,Pyro Studios,2009-11-17,E,0.11,0.1,0.0,0.0,0.01,7th Gen,,,,0,8,3,50,11,0,0,0,,0
7527,Contra Advance: The Alien Wars EX,Shooter,Nintendo,GBA,Konami,Konami,2002-11-03,E,0.11,0.1,0.0,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,5,11,0,70,16,2,1,1,7.7,4
7528,Cake Mania,Puzzle,Nintendo,DS,Majesco,Digital Embryo,2007-04-09,E,0.11,0.09,0.02,0.0,0.0,7th Gen,Not Specified,No Online Multiplayer,Not Online,0,16,7,55,23,3,0,1,6.1,4
7529,Master of the Monster Lair,Role-Playing,Nintendo,DS,Atlus,Global A Entertainment,2008-10-31,E10,0.11,0.1,0.0,,0.01,7th Gen,1,1 Player,Not Online,0,8,0,56,8,0,0,0,,0
7530,The Settlers,Strategy,Nintendo,DS,Ubisoft,Ubisoft Paris,2007-08-21,E,0.12,0.07,0.03,0.0,0.02,7th Gen,1,1 Player,Not Online,0,2,4,39,6,1,1,1,5.4,3
7531,The Elder Scrolls Online: Summerset,MMO,Xbox,XONE,Bethesda Softworks,ZeniMax Online Studios,2018-06-05,M,0.11,0.08,0.03,0.0,0.0,8th Gen,,,,4,1,0,81,5,2,0,0,6.8,2
7532,Army Men: RTS,Strategy,PlayStation,PS2,3DO,Pandemic Studios,2002-03-27,T,0.11,0.09,0.01,0.0,0.01,6th Gen,1,1 Player,Not Online,6,8,0,68,14,0,0,0,,0
7533,Shadow of Destiny,Adventure,PlayStation,PSP,Konami,Konami,2010-01-26,T,0.11,0.1,0.0,0.0,0.01,7th Gen,1,1 Player,Not Online,1,3,2,54,6,2,0,0,8.3,2
7534,ESPN NHL Hockey,Sports,Xbox,XBOX,Sega,Kush Games,2003-09-09,E,0.11,0.1,0.0,0.0,0.01,6th Gen,5 to 12,1-10 ,Not Specified,24,1,0,88,25,13,1,4,7.8,18
7535,Mortal Kombat: Deception,Fighting,Nintendo,GC,Midway Games,Midway Games,2005-03-01,M,0.11,0.09,0.01,,0.01,6th Gen,2 to 4,1-2 ,Not Specified,10,3,1,77,14,4,0,1,8.5,5
7536,XXX,Action,Nintendo,GBA,Activision,Digital Eclipse,2002-07-31,E,0.11,0.05,0.04,0.0,0.01,6th Gen,1,1 Player,Not Online,1,6,6,50,13,1,1,1,5.0,3
7537,Beaterator,Misc,PlayStation,PSP,Rockstar Games,Rockstar Leeds,2009-09-29,E,0.09,0.07,0.0,0.0,0.01,7th Gen,,,,38,6,0,80,44,4,0,1,7.8,5
7538,Guitar Rock Tour,Misc,Nintendo,DS,Gameloft,Gameloft,2008-11-04,E10,0.11,0.08,0.02,,0.0,7th Gen,2 to 4,1-2 ,Not Specified,1,6,1,60,8,1,0,0,,1
7539,Guitar Rock Tour,Misc,Nintendo,DS,Gameloft,Gameloft,2009-08-17,E10,0.11,0.09,0.02,0.0,0.0,7th Gen,2 to 4,1-4 ,Not Specified,0,4,0,59,4,0,0,0,,0
7540,Guitar Rock Tour,Misc,Nintendo,DS,Gameloft,Ubisoft,2008-11-04,E,0.11,0.08,0.03,0.0,0.0,7th Gen,2 to 4,1-2 ,Not Specified,1,6,1,60,8,1,0,0,,1
7541,Guitar Rock Tour,Misc,Nintendo,DS,Gameloft,Ubisoft,2009-08-17,E,0.09,0.06,0.02,0.0,0.02,7th Gen,2 to 4,1-4 ,Not Specified,0,4,0,59,4,0,0,0,,0
7542,Worms Forts: Under Siege,Strategy,PlayStation,PS2,Sega,Team17 Software,2005-03-15,T,0.11,0.1,0.0,0.0,0.01,6th Gen,2 to 4,1-4 ,Not Specified,3,17,1,63,21,1,2,0,8.0,3
7543,Prototype: Biohazard Bundle,Action,Xbox,XONE,Activision,Activision,2015-07-14,M,0.11,0.1,0.0,0.0,0.01,8th Gen,,,,0,4,0,56,4,1,0,0,3.1,1
7544,Project: Snowblind,Action,Xbox,XBOX,Eidos Interactive,Unknown,2005-02-23,T,0.11,0.1,0.0,0.0,0.01,6th Gen,13 to 24,16  Online,Online,35,9,0,79,44,5,1,2,7.0,8
7545,Astro Boy: The Video Game,Action,PlayStation,PS2,D3 Publisher,High Voltage Software,2009-10-20,E10,0.11,0.1,0.0,0.0,0.01,6th Gen,,,,0,4,0,56,4,0,0,0,6.0,0
7546,Disney's Extreme Skate Adventure,Sports,Xbox,XBOX,Activision,Toys for Bob,2003-09-03,E,0.11,0.05,0.04,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,11,4,0,76,15,2,1,0,8.3,3
7547,The Spiderwick Chronicles,Adventure,Xbox,X360,Sierra Entertainment,Stormfront Studios,2008-02-05,E10,0.11,0.1,,,0.01,7th Gen,Not Specified,No Online Multiplayer,Not Online,4,29,7,59,40,0,0,0,,0
7548,BlazBlue: Calamity Trigger Portable,Fighting,PlayStation,PSP,Aksys Games,Arc System Works,2010-03-10,T,0.11,0.08,0.02,,0.0,7th Gen,,,,13,1,0,82,14,1,0,0,7.8,1
7549,Final Fantasy XII: The Zodiac Age,Role-Playing,PC,PC,Square Enix,Square Enix,2018-02-01,T,0.11,0.05,0.04,0.0,0.01,PC,Not Specified,No Online Multiplayer,Not Online,12,1,0,83,13,6,2,3,8.7,11
7550,Karaoke Revolution Presents American Idol Encore,Misc,Xbox,X360,Konami,Blitz Games,2008-02-05,E,0.11,0.08,0.02,,0.0,7th Gen,5 to 12,1-8 ,Not Specified,3,4,0,70,7,1,0,1,7.0,2
7551,Odama,Misc,Nintendo,GC,Nintendo,VIVARIUM Inc.,2006-04-10,E10,0.11,0.09,0.01,0.0,0.01,6th Gen,1,1 Player,Not Online,6,30,6,62,42,10,0,2,8.0,12
7552,Pinball Hall of Fame: The Williams Collection,Misc,PlayStation,PSP,Crave Entertainment,FarSight Studios,2008-02-26,E10,0.11,0.07,0.01,0.03,0.01,7th Gen,,,,3,1,0,78,4,0,0,0,,0
7554,Naval Ops: Warship Gunner,Simulation,PlayStation,PS2,KOEI,Micro Cabin,2003-06-25,T,0.11,0.1,0.0,0.0,0.01,6th Gen,1,1 Player,Not Online,3,13,1,67,17,17,0,0,8.3,17
7555,The King of Fighters Collection: The Orochi Saga,Fighting,Nintendo,WII,SNK Playmore,SNK Playmore Corporation,2008-12-02,T,0.11,0.07,0.02,0.02,0.0,7th Gen,,,,7,8,0,70,15,0,0,0,,0
7556,Ride,Racing,Xbox,XONE,Milestone S.r.l.,Milestone S.r.l.,2015-10-06,E,0.11,0.09,0.01,0.0,0.01,8th Gen,,,,1,5,3,54,9,1,2,3,5.0,6
7557,Bionicle Heroes,Shooter,Nintendo,GC,Eidos Interactive,Traveller's Tales,2006-11-14,E10,0.11,0.05,0.04,0.0,0.01,6th Gen,1,1 Player,Not Online,0,4,0,51,4,1,0,1,5.3,2
7558,Eragon,Action,PlayStation,PSP,Sierra Entertainment,Amaze Entertainment,2006-11-14,T,0.11,0.05,0.04,0.0,0.01,7th Gen,2 to 4,1-4 ,Not Specified,1,10,4,59,15,0,0,0,,0
7559,The King of Fighters 2000/2001,Fighting,PlayStation,PS2,SNK,SNK Playmore Corporation,2003-12-09,T,0.11,0.1,,,0.01,6th Gen,2 to 4,1-2 ,Not Specified,15,16,0,71,31,6,0,1,8.7,7
7560,Lost in Blue,Adventure,Nintendo,DS,Konami,Konami Computer Entertainment Hawaii,2005-09-27,E10,0.11,0.05,0.05,,0.01,7th Gen,Not Specified,No Online Multiplayer,Not Online,13,18,2,69,33,6,1,1,7.8,8
7561,Spyborgs,Action,Nintendo,WII,Capcom,Bionic Games,2009-09-22,T,0.11,0.08,0.02,0.0,0.0,7th Gen,2 to 4,1-2 ,Not Specified,5,25,0,66,30,1,0,0,6.9,1
7562,Wolfenstein II: The New Colossus,Shooter,Nintendo,Switch,Bethesda Softworks,MachineGames,2018-06-29,M,0.11,0.1,0.0,0.0,0.01,8th Gen,Not Specified,No Online Multiplayer,Not Online,41,8,2,79,51,24,2,6,7.7,32
7563,Ninja Assault,Shooter,PlayStation,PS2,Namco,Namco,2002-11-18,T,0.11,0.05,0.04,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,1,13,3,60,17,1,0,1,6.0,2
7564,RiME,Adventure,PlayStation,PS4,Grey Box,Tequila Works,2017-05-26,E10,0.11,0.07,0.02,0.02,0.01,8th Gen,,,,48,15,0,80,63,44,14,3,7.7,61
7565,GunGriffon Blaze,Simulation,PlayStation,PS2,Working Designs,Game Arts,2000-10-24,T,0.11,0.09,0.01,,0.01,6th Gen,1,1 Player,Not Online,8,8,0,73,16,1,0,0,,1
7566,Army Men: Soldiers of Misfortune,Shooter,Nintendo,DS,Zoo Games,"Big Blue Bubble, Inc.",2008-11-04,E,0.11,0.05,0.05,,0.01,7th Gen,,,,0,0,4,35,4,0,0,1,,1
7567,Agents of Mayhem,Action,Xbox,XONE,Deep Silver,Volition Inc.,2017-08-15,M,0.11,0.05,0.04,0.0,0.01,8th Gen,Not Specified,No Online Multiplayer,Not Online,9,9,0,73,18,6,4,0,6.5,10
7568,Michael Phelps: Push the Limit,Sports,Xbox,X360,505 Games,Blitz Games,2011-10-11,E,0.11,0.02,0.07,,0.02,7th Gen,,,,0,6,4,48,10,0,1,2,4.1,3
7569,Overcooked Special Edition,Simulation,Nintendo,Switch,Team 17,Ghost Town Games,2017-07-27,E,0.11,0.05,0.04,0.0,0.01,8th Gen,,,,15,5,0,77,20,14,5,5,7.9,24
7570,Night at the Museum: Battle of the Smithsonian,Action,Xbox,X360,Majesco,"Pipeworks Software, Inc.",2009-05-05,E10,0.12,0.11,0.0,0.0,0.01,7th Gen,,,,1,5,9,50,15,1,0,0,7.1,1
7571,Bodycount,Shooter,Xbox,X360,Codemasters,Guildford Studio,2011-08-30,M,0.11,0.07,0.03,,0.01,7th Gen,5 to 12,Up to 12 ,Not Specified,3,39,19,53,61,14,6,16,4.8,36
7572,Etrian Odyssey 2 Untold: The Fafnir Knight,Role-Playing,Nintendo,3DS,Atlus,Atlus,2015-08-04,T,0.11,0.09,0.01,0.0,0.01,8th Gen,Not Specified,No Online Multiplayer,Not Online,36,5,0,82,41,2,1,1,8.1,4
7573,Alias,Action,PlayStation,PS2,Acclaim Entertainment,Acclaim Studios Cheltenham,2004-04-05,T,0.11,0.08,0.01,,0.01,6th Gen,1,1 Player,Not Online,7,23,1,64,31,5,1,0,7.7,6
7574,Death Jr.: Root of Evil,Platform,Nintendo,WII,Eidos Interactive,Backbone Entertainment,2008-05-27,T,0.11,0.07,0.03,0.0,0.01,7th Gen,2 to 4,1-2 ,Not Specified,5,7,2,71,14,1,1,0,8.1,2
